	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
2848	NY	2017.0	8	Expressions and Equations	8.EE.A.1	0.36	0	What is the value of n in the equation shown below?  2^2 x 2^n = (2^4)^3	5	6	10	12		What is the value of n in the equation shown below?  2^2 x 2^n = (2^4)^3 5 6 10 12
2849	NY	2017.0	8	Functions	8.F.A.1	0.56	0	Which set of ordered pairs represents a function?	{(2, 7), (2, 8), (3, 8)}	{(3, 2), (3, 3), (3, 4)}	{(4, 1), (5, 1), (4, 4)}	{(5, 6), (8, 6), (9, 6)}		Which set of ordered pairs represents a function?  {(2, 7), (2, 8), (3, 8)}   {(3, 2), (3, 3), (3, 4)} {(4, 1), (5, 1), (4, 4)}   {(5, 6), (8, 6), (9, 6)}
2850	NY	2017.0	8	Geometry	8.G.A.3	0.58	0	A parallelogram with vertices at (0, 3), (2, 0), (4, 2), and (2, 5) is reflected over the  y-axis. Which vertex of the parallelogram will have the same x-coordinate before and after the reflection?	(0, 3)	(2, 0)	(4, 2)	(2, 5)		A parallelogram with vertices at (0, 3), (2, 0), (4, 2), and (2, 5) is reflected over the  y-axis. Which vertex of the parallelogram will have the same x-coordinate before and after the reflection?   (0, 3)  (2, 0)  (4, 2)    (2, 5)
2851	NY	2017.0	8	Expressions and Equations	8.EE.A.1	0.36	0	Which expression is equivalent to 2^2 ·  2/2^4   ?	2^-2	2^-1	2^6	2^7		Which expression is equivalent to 2^2 ·  2/2^4   ? 2^-2 2^-1 2^6 2^7
2852	NY	2017.0	8	Expressions and Equations	8.EE.C.8b	0.54	0	What is the solution to the system of equations below?  2x + 3y = 6             x - 3y = 9	(-1, 8/3)	(-3, -4)	(5, -4/3)	(8, -1/3)		What is the solution to the system of equations below?  2x + 3y = 6             x - 3y = 9 (-1, 8/3) (-3, -4) (5, -4/3) (8, -1/3)
2853	NY	2017.0	8	Expressions and Equations	8.EE.C.7b	0.54	0	What is the solution to the equation below?  5c + 4 = 2(c - 5)	c = -4 2/3	c = -3	c = -2	c = -1/3		What is the solution to the equation below?  5c + 4 = 2(c - 5) c = -4 2/3 c = -3 c = -2 c = -1/3
2854	NY	2017.0	8	Functions	8.F.A.1	0.47	0	Which statement best explains whether these ordered pairs represent a function?  (-4, 2), (6, 7), (-8, 3), (9, 10), (12, 14), (6, 9)	The ordered pairs represent a function because no output values are repeated.	The ordered pairs represent a function because each output value is greater than each input value.	The ordered pairs do not represent a function because one input value has two different output values.	The ordered pairs do not represent a function because the difference between the input and output of each ordered pair is not the same.		Which statement best explains whether these ordered pairs represent a function?  (-4, 2), (6, 7), (-8, 3), (9, 10), (12, 14), (6, 9) The ordered pairs represent a function because no output values are repeated. The ordered pairs represent a function because each output value is greater than each input value. The ordered pairs do not represent a function because one input value has two different output values. The ordered pairs do not represent a function because the difference between the input and output of each ordered pair is not the same.
2855	NY	2017.0	8	Expressions and Equations	8.EE.C.8c	0.58	0	The amount of revenue in dollars, y, that Jason receives from selling x posters is given  by the equation y = 4x. The cost of producing x posters is given by the equation  y = 1/2x + 280. How many posters does Jason need to sell so that the cost and revenue  are equal?	40	80	140	320		The amount of revenue in dollars, y, that Jason receives from selling x posters is given  by the equation y = 4x. The cost of producing x posters is given by the equation  y = 1/2x + 280. How many posters does Jason need to sell so that the cost and revenue  are equal?  40 80 140 320
2856	NY	2017.0	8	Functions	8.F.B.4	0.59	0	A car traveled 36 miles in 45 minutes. The car traveled at a constant speed. If the car  continues to travel at this rate, which equation can be used to determine y, the total number of miles the car will travel, in x hours?	y = 48x	y = x + 48	48y = x	48 + y = x		A car traveled 36 miles in 45 minutes. The car traveled at a constant speed. If the car  continues to travel at this rate, which equation can be used to determine y, the total number of miles the car will travel, in x hours?  y = 48x y = x + 48 48y = x 48 + y = x
2857	NY	2017.0	8	Expressions and Equations	8.EE.A.4	0.23	0	The mass of a dust particle is approximately  7.5  x 10^-10 kilograms and the mass of an electron is 9.1 x 10^-31 kilograms. Approximately how many electrons have the same mass as one dust particle?	1.21 x 10^20	1.21 x 10^21	8.24 x 10^24	8.24 x 10^21		The mass of a dust particle is approximately  7.5  x 10^-10 kilograms and the mass of an electron is 9.1 x 10^-31 kilograms. Approximately how many electrons have the same mass as one dust particle?  1.21 x 10^20 1.21 x 10^21 8.24 x 10^24 8.24 x 10^21
2858	NY	2017.0	8	Geometry	8.G.A.4	0.39	0	Acute ABC is rotated about a point and then dilated by a scale factor of 1/2 to produce A'B'C'. Which statement correctly compares A'B'C' to ABC ?	The angle measures and side lengths of A'B'C' are half the size of those of ABC.	The angle measures of A'B'C' are the same as those of ABC, but the side lengths of A'B'C' are half the size of those of ABC.	The angle measures of A'B'C' are the same as those of ABC, but the side lengths of A'B'C' are twice the size of those of ABC.	The angle measures of A'B'C' depend on the angle of rotation, but the side lengths of A'B'C' are half the size of those of ABC.		Acute ABC is rotated about a point and then dilated by a scale factor of 1/2 to produce A'B'C'. Which statement correctly compares A'B'C' to ABC ?   The angle measures and side lengths of A'B'C' are half the size of those of ABC.  The angle measures of A'B'C' are the same as those of ABC, but the side lengths of A'B'C' are half the size of those of ABC.  The angle measures of A'B'C' are the same as those of ABC, but the side lengths of A'B'C' are twice the size of those of ABC.  The angle measures of A'B'C' depend on the angle of rotation, but the side lengths of A'B'C' are half the size of those of ABC.
2859	NY	2017.0	8	Expressions and Equations	8.EE.A.4	0.47	0	Which expression is equivalent to (4.5 x 10^2) + (6.0 x 10^3) and written in scientific notation?	1.05 x 10^6	2.7 x 10^6	6.45 x 10^3	10.5 x 10^5		Which expression is equivalent to (4.5 x 10^2) + (6.0 x 10^3) and written in scientific notation?  1.05 x 10^6 2.7 x 10^6 6.45 x 10^3 10.5 x 10^5
2860	NY	2017.0	8	Functions	8.F.A.3	0.48	0	The points (2, -2) and (-4, 13) lie on the graph of a linear function of x. Which point also lies on the graph of this function?	(-6, 18)	(-1, 5)	(7, 14.5)	(13, -4)		The points (2, -2) and (-4, 13) lie on the graph of a linear function of x. Which point also lies on the graph of this function?   (-6, 18) (-1, 5) (7, 14.5) (13, -4)
2861	NY	2017.0	8	Expressions and Equations	8.EE.C.7a	0.57	0	What value for the constant, h, in the equation shown below will result in an infinite  number of solutions? 6x + 18 = h(3x + 9)	-2	-3	2	3		What value for the constant, h, in the equation shown below will result in an infinite  number of solutions? 6x + 18 = h(3x + 9)  -2 -3 2 3
2862	NY	2017.0	8	Geometry	8.G.A.4	0.5	0	Two transformations are performed on a figure on a coordinate plane.  The first transformation is a translation 8 units to the left. Which second transformation will result in an image that is similar to, but not congruent to, the original figure?	a clockwise rotation of 90⁰ about the center	a clockwise rotation of 180⁰ about the center	a dilation by a scale factor of 1 with the origin as the center of dilation	a dilation by a scale factor of 1/2 with the origin as the center of dilation		Two transformations are performed on a figure on a coordinate plane.  The first transformation is a translation 8 units to the left. Which second transformation will result in an image that is similar to, but not congruent to, the original figure? a clockwise rotation of 90⁰ about the center a clockwise rotation of 180⁰ about the center a dilation by a scale factor of 1 with the origin as the center of dilation a dilation by a scale factor of 1/2 with the origin as the center of dilation
2863	NY	2017.0	8	Geometry	7.G.A.3	0.41	1	The figure shown below consists of a square pyramid on top of a cube.  A vertical plane passes through point X and is perpendicular to the bases of both shapes, slicing the figure into equal halves.  What shape is created by the intersection of the vertical plane and these three-dimensional shapes?	square	triangle	hexagon	pentagon		The figure shown below consists of a square pyramid on top of a cube.  A vertical plane passes through point X and is perpendicular to the bases of both shapes, slicing the figure into equal halves.  What shape is created by the intersection of the vertical plane and these three-dimensional shapes? square triangle hexagon pentagon
2864	NY	2017.0	8	Functions	8.F.B.4	0.57	1	Ms. Gibson made an initial deposit of $500 when opening a bank account. After the initial deposit, she deposited the same amount of money each month. The table below shows the total amount of money, a, she deposited into the account after a certain number of months, t, since opening it.  Which equation models the relationship between a and t ?	a = 250t	a = 500t	a = 250t + 500	a = 500t + 250		Ms. Gibson made an initial deposit of $500 when opening a bank account. After the initial deposit, she deposited the same amount of money each month. The table below shows the total amount of money, a, she deposited into the account after a certain number of months, t, since opening it.  Which equation models the relationship between a and t ?  a = 250t a = 500t a = 250t + 500 a = 500t + 250
2865	NY	2017.0	8	Geometry	8.G.A.2	0.53	1	Triangle F and triangle G are shown below.  Which sequence does not transform triangle F to triangle G?	a 180⁰ clockwise rotation about the origin	a 180⁰ counterclockwise rotation about the origin	a reflection over the x-axis and then a reflection over the y-axis	a reflection over the y-axis and then a 90⁰ clockwise rotation about the origin		Triangle F and triangle G are shown below.  Which sequence does not transform triangle F to triangle G? a 180⁰ clockwise rotation about the origin a 180⁰ counterclockwise rotation about the origin a reflection over the x-axis and then a reflection over the y-axis a reflection over the y-axis and then a 90⁰ clockwise rotation about the origin
2866	NY	2017.0	8	Expressions and Equations	8.EE.C.8a	0.22	1	Line n is shown on the grid below. Line q will be graphed on the same grid.  The only solution to the system of linear equations formed by lines n and q occurs when x = 3/2 and y = 0.  Which equation could represent line q?	y = 3/2x	y = 4/3x - 2	y = - 5/2x + 1	y = -2/3x + 3/2		Line n is shown on the grid below. Line q will be graphed on the same grid.  The only solution to the system of linear equations formed by lines n and q occurs when x = 3/2 and y = 0.  Which equation could represent line q? y = 3/2x y = 4/3x - 2 y = - 5/2x + 1 y = -2/3x + 3/2
2867	NY	2017.0	8	Functions	8.F.A.2	0.48	1	The table below represents linear Function F. The equation y = 4x + 2 represents Function G. Which statement is true?	The rate of change of Function G is less than the rate of change of Function F because 2 < 3 .	The rate of change of Function G is less than the rate of change of Function F because 4 < 9 .	The rate of change of Function G is greater than the rate of change of Function F because 2 > 9/7 .	The rate of change of Function G is greater than the rate of change of Function F because 4 > 3 .		The table below represents linear Function F. The equation y = 4x + 2 represents Function G. Which statement is true? The rate of change of Function G is less than the rate of change of Function F because 2 < 3 . The rate of change of Function G is less than the rate of change of Function F because 4 < 9 . The rate of change of Function G is greater than the rate of change of Function F because 2 > 9/7 . The rate of change of Function G is greater than the rate of change of Function F because 4 > 3 .
2868	NY	2017.0	8	Expressions and Equations	8.EE.C.8c	0.49	1	Two rectangles are shown below.  Rectangle P has a perimeter of 20 inches. Rectangle Q has a perimeter of 30 inches. What are the values of j and h?	j = 3 and h = 3	j = 10 and h = 4	j = 2 and h = 4	j = 9.5 and h = 6.5		Two rectangles are shown below.  Rectangle P has a perimeter of 20 inches. Rectangle Q has a perimeter of 30 inches. What are the values of j and h? j = 3 and h = 3 j = 10 and h = 4 j = 2 and h = 4 j = 9.5 and h = 6.5
2869	NY	2017.0	8	Geometry	8.G.A.4	0.36	1	The vertices of a triangle are located at F(-4, -2), G(2, 2), and H(0,-4). A sequence of transformations to triangle FGH results in triangle F'G'H', as shown below.  Which sequence of transformations to triangle FGH results in triangle F'G'H'?	a 90⁰ clockwise rotation about the origin, then a dilation by a scale factor of 2 with a center of dilation at the origin	a 90⁰ counterclockwise rotation about the origin, then a dilation by a scale factor of 2 with a center of dilation at the origin	a 90⁰ counterclockwise rotation about the origin, then a dilation by a scale factor of 1/2 with a center of dilation at the origin	a 90⁰ clockwise rotation about the origin, then a dilation by a scale factor of 1/2 with a center of dilation at the origin		The vertices of a triangle are located at F(-4, -2), G(2, 2), and H(0,-4). A sequence of transformations to triangle FGH results in triangle F'G'H', as shown below.  Which sequence of transformations to triangle FGH results in triangle F'G'H'? a 90⁰ clockwise rotation about the origin, then a dilation by a scale factor of 2 with a center of dilation at the origin a 90⁰ counterclockwise rotation about the origin, then a dilation by a scale factor of 2 with a center of dilation at the origin a 90⁰ counterclockwise rotation about the origin, then a dilation by a scale factor of 1/2 with a center of dilation at the origin a 90⁰ clockwise rotation about the origin, then a dilation by a scale factor of 1/2 with a center of dilation at the origin
2870	NY	2017.0	8	Functions	8.F.B.5	0.83	1	The graph of a function is shown below.  Which statement is true about a section of the graph?	In Section N, the function is linear and decreasing.	In Section P, the function is linear and increasing.	In Section Q, the function is nonlinear and decreasing.	In Section R, the function is nonlinear and increasing.		The graph of a function is shown below.  Which statement is true about a section of the graph? In Section N, the function is linear and decreasing. In Section P, the function is linear and increasing. In Section Q, the function is nonlinear and decreasing. In Section R, the function is nonlinear and increasing.
2871	NY	2017.0	8	Statistics and Probability	8.SP.A.3	0.44	1	The owner of a coffee shop compared the amount of hot coffee per day, in fluid ounces, sold and the daily high temperature, in degrees Fahrenheit, per day. Her data are shown in the scatter plot below.  If these data are modeled by the line y = -5.9x + 850 , which statement best describes a valid prediction the owner could make?	For each temperature increase of 10⁰ F, the shop can expect to sell about 60 fluid ounces more coffee.	For each temperature decrease of 10⁰ F, the shop can expect to sell about 6 fluid ounces more coffee.	On a day with a high temperature of 0⁰ F, the shop can expect to sell about 145 fluid ounces more coffee.	On a day with a high temperature of 0⁰ F, the shop can expect to sell about 850 fluid ounces more coffee.		The owner of a coffee shop compared the amount of hot coffee per day, in fluid ounces, sold and the daily high temperature, in degrees Fahrenheit, per day. Her data are shown in the scatter plot below.  If these data are modeled by the line y = -5.9x + 850 , which statement best describes a valid prediction the owner could make? For each temperature increase of 10⁰ F, the shop can expect to sell about 60 fluid ounces more coffee.  For each temperature decrease of 10⁰ F, the shop can expect to sell about 6 fluid ounces more coffee.  On a day with a high temperature of 0⁰ F, the shop can expect to sell about 145 fluid ounces more coffee.  On a day with a high temperature of 0⁰ F, the shop can expect to sell about 850 fluid ounces more coffee.
2872	NY	2017.0	8	Geometry	8.G.A.2	0.7	1	Squares PQRS and TUVW are shown below. Which sequence of transformations of square PQRS shows that square PQRS is congruent to square TUVW?	a translation 2 units up and 2 units to the right, then a reflection over the x-axis	a translation 2 units up and 2 units to the right, then a reflection over the y-axis	a translation 2 units down and 2 units to the left, then a reflection over the x-axis	a translation 2 units down and 2 units to the left, then a reflection over the y-axis		Squares PQRS and TUVW are shown below. Which sequence of transformations of square PQRS shows that square PQRS is congruent to square TUVW? a translation 2 units up and 2 units to the right, then a reflection over the x-axis a translation 2 units up and 2 units to the right, then a reflection over the y-axis a translation 2 units down and 2 units to the left, then a reflection over the x-axis a translation 2 units down and 2 units to the left, then a reflection over the y-axis
2873	NY	2017.0	8	Geometry	7.G.B.6	0.48	1	Two types of shipping boxes are shown below. What is the difference in surface areas, in square feet, of the two boxes?	2	3	21	30		Two types of shipping boxes are shown below. What is the difference in surface areas, in square feet, of the two boxes? 2 3 21 30
2874	NY	2017.0	8	Geometry	8.G.C.9	0.36	1	The object below was made by placing a cone on top of a cylinder. The base of the cone is congruent to the base of the cylinder. What is the volume, in cubic centimeters, of the object?	32π	40π	44π	128π		The object below was made by placing a cone on top of a cylinder. The base of the cone is congruent to the base of the cylinder. What is the volume, in cubic centimeters, of the object? 32π 40π 44π 128π
2875	NY	2017.0	8	Geometry	8.G.A.1	0.58	1	Lily wants to define a transformation (or series of transformations) using only rotations, reflections, or translations that takes Figure A to Figure B.  Which statement about the transformation that Lily wants to define is true?	It can be defined with two reflections.	It can be defined with one rotation and one translation.	It cannot be defined because Figure A and Figure B are not congruent.	It cannot be defined because the longest side of Figure B is on the bottom.		Lily wants to define a transformation (or series of transformations) using only rotations, reflections, or translations that takes Figure A to Figure B.  Which statement about the transformation that Lily wants to define is true? It can be defined with two reflections. It can be defined with one rotation and one translation. It cannot be defined because Figure A and Figure B are not congruent. It cannot be defined because the longest side of Figure B is on the bottom.
2876	NY	2017.0	8	Statistics and Probability	8.SP.A.1	0.63	1	As part of a training program for a triathlon, Marcie completes a three-mile run a few times each week.  The scatter plot shows the times in which Marcie completes this run for each week that she has been in the training program.  Based on these data, which statement best describes the relationship between the number of weeks Marcie has been in the training program and her running times?	There is a negative linear association with no outliers.	There is a negative linear association with one outlier.	There is a positive linear association with no outliers.	There is a positive linear association with one outlier.		As part of a training program for a triathlon, Marcie completes a three-mile run a few times each week.  The scatter plot shows the times in which Marcie completes this run for each week that she has been in the training program.  Based on these data, which statement best describes the relationship between the number of weeks Marcie has been in the training program and her running times? There is a negative linear association with no outliers. There is a negative linear association with one outlier. There is a positive linear association with no outliers. There is a positive linear association with one outlier.
2877	NY	2017.0	8	Functions	8.F.A.2	0.38	1	Two photographers offer different pricing plans for their services. The graph below models the prices Photographer A charges.  The table below shows the prices Photographer B charges. Each photographer charges a one-time equipment fee and an hourly rate.  Which statement about the two pricing plans is true?	Photographer A charges $15 per hour more than Photographer B.	Photographer B charges $15 per hour more than Photographer A.	Photographer A's equipment fee is $25 less than Photographer B's.	Photographer B's equipment fee is $25 less than Photographer A's.		Two photographers offer different pricing plans for their services. The graph below models the prices Photographer A charges.  The table below shows the prices Photographer B charges. Each photographer charges a one-time equipment fee and an hourly rate.  Which statement about the two pricing plans is true? Photographer A charges $15 per hour more than Photographer B. Photographer B charges $15 per hour more than Photographer A. Photographer A's equipment fee is $25 less than Photographer B's. Photographer B's equipment fee is $25 less than Photographer A's.
2878	NY	2017.0	8	Expressions and Equations	8.EE.B.5	0.45	1	The graphs below show the relationship between elapsed time and distance traveled by airplane A and airplane B after each airplane reaches its cruising speed.  Airplane C is traveling at a different cruising speed. The equation y = 27/6x can be used to determine y, the number of miles traveled by airplane C in x minutes. Which statement accurately compares the cruising speed of airplane C to airplanes A and B?	The cruising speed of airplane C is less than the cruising speed of both airplanes A and B.	The cruising speed of airplane C is greater than the cruising speed of both airplanes A and B.	The cruising speed of airplane C is greater than the cruising speed of airplane A and less than the cruising speed of airplane B.	The cruising speed of airplane C is less than the cruising speed of airplane A and greater than the cruising speed of airplane B.		The graphs below show the relationship between elapsed time and distance traveled by airplane A and airplane B after each airplane reaches its cruising speed.  Airplane C is traveling at a different cruising speed. The equation y = 27/6x can be used to determine y, the number of miles traveled by airplane C in x minutes. Which statement accurately compares the cruising speed of airplane C to airplanes A and B?  The cruising speed of airplane C is less than the cruising speed of both airplanes A and B. The cruising speed of airplane C is greater than the cruising speed of both airplanes A and B. The cruising speed of airplane C is greater than the cruising speed of airplane A and less than the cruising speed of airplane B. The cruising speed of airplane C is less than the cruising speed of airplane A and greater than the cruising speed of airplane B.
2983	NY	2018.0	8	Expressions and Equations	8.EE.A.3	0.64	0	City X has a population of 3 x 10^5 and City Y has a population of 6 x 10^6 . Which statement correctly correctly describes the relationship between the populations of City X and City Y ?	The population of City  Y is 2 times the population of City X.	The population of City  Y is 20 times the population of City X.	The population of City  X is 300,000 less than the population of City Y.	The population of City  X is 3,000,000 less than the population of City Y.		City X has a population of 3 x 10^5 and City Y has a population of 6 x 10^6 . Which statement correctly correctly describes the relationship between the populations of City X and City Y ? The population of City  Y is 2 times the population of City X. The population of City  Y is 20 times the population of City X. The population of City  X is 300,000 less than the population of City Y. The population of City  X is 3,000,000 less than the population of City Y.
2984	NY	2018.0	8	Functions	8.F.A.3	0.68	0	Which equation describes the linear function?	V = s^3	y = (1/6)x	y = (2)^x	A = πr^2		Which equation describes the linear function? V = s^3 y = (1/6)x y = (2)^x A = πr^2
2985	NY	2018.0	8	Expressions and Equations	8.EE.C.8b	0.67	0	A system of equations is shown below.  5x + 2y = -15  2x - 2y = -6 What is the solution to the system of equations?	(-3, 0)	(0, -3)	(-3, 6)	(6, -3)		A system of equations is shown below.  5x + 2y = -15  2x - 2y = -6 What is the solution to the system of equations? (-3, 0) (0, -3) (-3, 6) (6, -3)
2986	NY	2018.0	8	Geometry	7.G.B.6	0.39	0	The octagon shown below has eight congruent sides. The given measures of the octagon are rounded to the nearest tenth of a centimeter.  What is the area, to the nearest square centimeter, of the octagon?	392	487	650	720		The octagon shown below has eight congruent sides. The given measures of the octagon are rounded to the nearest tenth of a centimeter.  What is the area, to the nearest square centimeter, of the octagon? 392 487 650 720
2987	NY	2018.0	8	Functions	8.F.A.3	0.44	0	Which set of ordered pairs (x, y) could represent a linear function of x?	{(-2, 8), (0, 4), (2, 3), (4, 2)}	{(1, 2), (1, 3), (1, 4), (1, 5)}	{(-2, 7), (0, 12), (2, 17), (4, 22)}	{(3, 5), (4, 7), (3, 9), (5, 11)}		Which set of ordered pairs (x, y) could represent a linear function of x? {(-2, 8), (0, 4), (2, 3), (4, 2)} {(1, 2), (1, 3), (1, 4), (1, 5)} {(-2, 7), (0, 12), (2, 17), (4, 22)} {(3, 5), (4, 7), (3, 9), (5, 11)}
2988	NY	2018.0	8	Expressions and Equations	7.G.A.2	0.49	0	Which set of angle measures could be the interior angles of a triangle?	90⁰ , 90⁰, 90⁰	80⁰ , 80⁰ , 200⁰	40⁰ , 50⁰ , 60⁰	15⁰ , 30⁰ , 135⁰		Which set of angle measures could be the interior angles of a triangle? 90⁰ , 90⁰, 90⁰ 80⁰ , 80⁰ , 200⁰  40⁰ , 50⁰ , 60⁰ 15⁰ , 30⁰ , 135⁰
2989	NY	2018.0	8	Geometry	8.G.A.3	0.63	0	On a coordinate plane, vertex A for triangle ABC is located at (6, 4). Triangle ABC is dilated by a scale factor of 0.5 with the center of dilation at the origin.  The resulting image is triangle A'B'C' . What are the coordinates of vertex A ' ?	(3, 2)	(12, 8)	(5.5, 3.5)	(6.5, 4.5)		On a coordinate plane, vertex A for triangle ABC is located at (6, 4). Triangle ABC is dilated by a scale factor of 0.5 with the center of dilation at the origin.  The resulting image is triangle A'B'C' . What are the coordinates of vertex A ' ? (3, 2) (12, 8) (5.5, 3.5) (6.5, 4.5)
2990	NY	2018.0	8	Geometry	8.G.A.4	0.38	0	Triangle BCD is rotated 180⁰ clockwise and then dilated by a factor of 4 centered at the origin.  The resulting image is triangle B'C'D'. Which statement about the two triangles is true?	The area of BCD is 4 times the area of B'C'D' .	The perimeter of BCD is 4 times the perimeter of B'C'D' .	The corresponding sides of BCD and B'C'D' are congruent.	The corresponding angles of BCD and B'C'D' are congruent.		Triangle BCD is rotated 180⁰ clockwise and then dilated by a factor of 4 centered at the origin.  The resulting image is triangle B'C'D'. Which statement about the two triangles is true? The area of BCD is 4 times the area of B'C'D' . The perimeter of BCD is 4 times the perimeter of B'C'D' . The corresponding sides of BCD and B'C'D' are congruent. The corresponding angles of BCD and B'C'D' are congruent.
2991	NY	2018.0	8	Expressions and Equations	8.EE.C.8c	0.6	0	At a local basketball game, all tickets are the same price and all souvenirs are the same price. Mr. Smith bought 2 tickets to this basketball game and 1 souvenir for a total of $17.25. Ms. Lockhart bought 5 tickets to the same game and 2 souvenirs for a total of $42.00. How much was a ticket to this game?	2.25	7.5	8.5	9.75		At a local basketball game, all tickets are the same price and all souvenirs are the same price. Mr. Smith bought 2 tickets to this basketball game and 1 souvenir for a total of $17.25. Ms. Lockhart bought 5 tickets to the same game and 2 souvenirs for a total of $42.00. How much was a ticket to this game? 2.25 7.5 8.5 9.75
2992	NY	2018.0	8	Statistics and Probability	8.SP.A.3	0.48	0	In city W, the average cost for a gym membership is given by the equation y = 34.99x + 49, where y is the total cost, in dollars, for x months of membership.  What is the meaning of the y-value when x = 1 ?	the average sign-up fee for a gym membership	the average monthly charge for a gym membership	the average total cost for the first month of a gym membership	the average total cost for the first two months of a gym membership		In city W, the average cost for a gym membership is given by the equation y = 34.99x + 49, where y is the total cost, in dollars, for x months of membership.  What is the meaning of the y-value when x = 1 ? the average sign-up fee for a gym membership the average monthly charge for a gym membership the average total cost for the first month of a gym membership the average total cost for the first two months of a gym membership
2993	NY	2018.0	8	Geometry	8.G.C.9	0.47	0	What is the volume, in terms of π , for a cylindrical container with a radius of 3.25 centimeters and a height of 10 centimeters?	65π cm^3	105.625π cm^3	331.83π cm^3	422.5π cm^3		What is the volume, in terms of π , for a cylindrical container with a radius of 3.25 centimeters and a height of 10 centimeters? 65π cm^3 105.625π cm^3 331.83π cm^3 422.5π cm^3
2994	NY	2018.0	8	Expressions and Equations	8.EE.B.6	0.56	0	The points (4, 1) and (x, -6) lie on the same line.  If the slope of the line is 1, what is the value of x?	x = -3	x = 3	x = 9	x = 11		The points (4, 1) and (x, -6) lie on the same line.  If the slope of the line is 1, what is the value of x? x = -3 x = 3 x = 9 x = 11
2995	NY	2018.0	8	Expressions and Equations	8.EE.A.4	0.5	0	Two cells are viewed and measured under a microscope.  The approximate diameter of each cell is listed below.  cell P: 5.0 x 10^-4 meters  cell Q: 3.0 x 10^-5 meters   What is the approximate difference, in meters, between the diameter of cell P and the diameter of cell Q?	2.0 x 10^-5	2.0 x 10^-4	4.7 x 10^-5	4.7 x 10^-4		Two cells are viewed and measured under a microscope.  The approximate diameter of each cell is listed below.  cell P: 5.0 x 10^-4 meters  cell Q: 3.0 x 10^-5 meters   What is the approximate difference, in meters, between the diameter of cell P and the diameter of cell Q? 2.0 x 10^-5 2.0 x 10^-4 4.7 x 10^-5 4.7 x 10^-4
2996	NY	2018.0	8	Statistics and Probability	8.SP.A.2	0.48	1	A set of data is represented on the scatter plot below.  Which equation best models the set of data?	y = -3/4x + 6	y = 3/4x - 6	y = -6x + 3/4	y = 6x - 3/4		A set of data is represented on the scatter plot below.  Which equation best models the set of data? y = -3/4x + 6 y = 3/4x - 6 y = -6x + 3/4 y = 6x - 3/4
2997	NY	2018.0	8	Statistics and Probability	8.SP.A.3	0.69	1	The scatter plot below can be used to find the approximate rate at which water flows through a garden hose.  The line of best fit for the scatterplot can be described by the equation y = 4/5x . If the rate, in gallons per minute, continues, approximately how many gallons of water will flow from the hose in 45 minutes?	24	36	39	56		The scatter plot below can be used to find the approximate rate at which water flows through a garden hose.  The line of best fit for the scatterplot can be described by the equation y = 4/5x . If the rate, in gallons per minute, continues, approximately how many gallons of water will flow from the hose in 45 minutes? 24 36 39 56
2998	NY	2018.0	8	Functions	8.F.A.2	0.53	1	Functions W and Z are both linear functions of x. Which statement comparing the functions is true?	The slope of Function W is equal to the slope of Function Z.	The slope of Function W is less than the slope of Function Z.	The y-intercept of Function W is equal to the y-intercept of Function Z.	The y-intercept of Function W is less than the y-intercept of Function Z.		Functions W and Z are both linear functions of x. Which statement comparing the functions is true?   The slope of Function W is equal to the slope of Function Z. The slope of Function W is less than the slope of Function Z. The y-intercept of Function W is equal to the y-intercept of Function Z. The y-intercept of Function W is less than the y-intercept of Function Z.
2999	NY	2018.0	8	Geometry	8.G.C.9	0.34	1	The object below is made of solid plastic.  It is a cylinder with an indentation at the top in the shape of a cone.  What is the volume, to the nearest tenth of a cubic inch, of the plastic object?	103.5	100.4	97.6	91.7		The object below is made of solid plastic.  It is a cylinder with an indentation at the top in the shape of a cone.  What is the volume, to the nearest tenth of a cubic inch, of the plastic object? 103.5 100.4 97.6 91.7
3000	NY	2018.0	8	Statistics and Probability	8.SP.A.1	0.62	1	The scatter plot below shows the average points scored per game by players of different ages in an adult basketball league.  Which statement best describes the association between a player's age, in years, and the average points scored per game?	There is no association.	There is a nonlinear association.	There is a positive linear association and one outlier.	There is a negative linear association and one outlier.		The scatter plot below shows the average points scored per game by players of different ages in an adult basketball league.  Which statement best describes the association between a player's age, in years, and the average points scored per game? There is no association. There is a nonlinear association. There is a positive linear association and one outlier. There is a negative linear association and one outlier.
3001	NY	2018.0	8	Expressions and Equations	8.EE.B.5	0.61	1	Kevin and Christy both saved money for their class trip.  Kevin saved the same amount each week.  The total amount that Kevin saved at the end of every two weeks is shown in the table below.  Christy's savings can be modeled by the equation y = 26x, where y is the total amount of money saved in x weeks.  Which statement correctly compares the rates at which Kevin and Christy saved money?	Christy saved $3 more per week than Kevin.	Kevin saved $10 more per week than Christy.	Christy saved $18 more per week than Kevin.	Kevin saved $20 more per week than Christy.		Kevin and Christy both saved money for their class trip.  Kevin saved the same amount each week.  The total amount that Kevin saved at the end of every two weeks is shown in the table below.  Christy's savings can be modeled by the equation y = 26x, where y is the total amount of money saved in x weeks.  Which statement correctly compares the rates at which Kevin and Christy saved money? Christy saved $3 more per week than Kevin. Kevin saved $10 more per week than Christy. Christy saved $18 more per week than Kevin. Kevin saved $20 more per week than Christy.
