	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
3364	OK	2020.0	7	Statistics and Probability	7.D.2.2		1	The line plot shows the number of phone calls made in one day by students in Dorothy’s class.   Based on the information in the line plot, what is the probability a student chosen at random made 2 or 3 phone calls that day?	2022-01-03 00:00:00	2022-01-10 00:00:00	2022-02-09 00:00:00	2022-05-09 00:00:00		The line plot shows the number of phone calls made in one day by students in Dorothy’s class.   Based on the information in the line plot, what is the probability a student chosen at random made 2 or 3 phone calls that day? 44564 44571 44601 44690
3365	OK	2020.0	7	Number and Operations	7.N.1.3		1	Three expressions are shown.  Which number is equivalent to Expression 1?	5 / 9	9 / 5	9 / 4	21/5		Three expressions are shown.  Which number is equivalent to Expression 1?  5 / 9  9 / 5  9 / 4 21/5
3366	OK	2020.0	7	Operations and Algebraic Thinking	7.A.4.1		1	Three expressions are shown. Which expression is equivalent to the sum of Expression 2 and Expression 3?	7x - 6	7x - 4	13x - 4	13x - 6		Three expressions are shown. Which expression is equivalent to the sum of Expression 2 and Expression 3? 7x - 6 7x - 4 13x - 4 13x - 6
3546	PA	2015.0	7	Expressions and Equations	B-E.2.2.1		0	Mary earned $35.00 for walking her neighbor’s dogs. • Mary charged a flat fee of $5.00 to walk the dogs. • Mary also charged $2.50 for each 1/4 hour she walked the dogs. For exactly how many hours did Mary walk her neighbor’s dogs?	3	4	6	12		Mary earned $35.00 for walking her neighbor’s dogs. • Mary charged a flat fee of $5.00 to walk the dogs. • Mary also charged $2.50 for each 1/4 hour she walked the dogs. For exactly how many hours did Mary walk her neighbor’s dogs? 3 4 6 12
3547	PA	2015.0	7	The Number System	A-N.1.1.3		0	Multiply: 7/8 × 1 2/3	1 11/24	1 7/12	1 19/21	2 1/3		Multiply: 7/8 × 1 2/3 1 11/24 1 7/12 1 19/21 2 1/3
3548	PA	2015.0	7	The Number System	A-N.1.1.3		0	Which value is equivalent to 0.45 ÷ 9/10?	81/200	1 / 2	40.5	50		Which value is equivalent to 0.45 ÷ 9/10? 81/200  1 / 2 40.5 50
3549	PA	2015.0	7	Expressions and Equations	B-E.2.3.1		0	Which estimate is closest to the value of 3 7/8 × 5 1/16?	15	18	20	24		Which estimate is closest to the value of 3 7/8 × 5 1/16? 15 18 20 24
3550	PA	2015.0	7	The Number System	A-N.1		0	Ty is determining the value of the expression below. –0.25(–3.25 + 5.65) Which shows two expressions that are equivalent to Ty’s expression?	–0.25(8.9) – 5.65/4 + 3.25/4	13 + 22.6 –25(2.4) ÷ 100	– (2/4 + 0.4/4) –25(–325 + 565)	2.4 ÷ (–4) –0.25[(–3.25 + 3.25) + 2.4]		Ty is determining the value of the expression below. –0.25(–3.25 + 5.65) Which shows two expressions that are equivalent to Ty’s expression? –0.25(8.9) – 5.65/4 + 3.25/4 13 + 22.6 –25(2.4) ÷ 100 – (2/4 + 0.4/4) –25(–325 + 565) 2.4 ÷ (–4) –0.25[(–3.25 + 3.25) + 2.4]
3551	PA	2015.0	7	The Number System	A-N.1.1		0	After a party, there are parts of three pizzas remaining. There is 3/4 of a pepperoni pizza remaining, 5/8 of a cheese pizza remaining, and 11/12 of a sausage pizza remaining. The 5 friends who organized the party split the remaining pizza equally. What fraction of a whole pizza does each person get?	5 / 24	11 / 24	1 / 2	11 / 20		After a party, there are parts of three pizzas remaining. There is 3/4 of a pepperoni pizza remaining, 5/8 of a cheese pizza remaining, and 11/12 of a sausage pizza remaining. The 5 friends who organized the party split the remaining pizza equally. What fraction of a whole pizza does each person get?  5 / 24  11 / 24  1 / 2  11 / 20
3552	PA	2015.0	7	The Number System	A-N.1.1.3		0	Keyana put 0.83 liter of water into a bucket. Matt put 0.98 liter of water into another bucket. When they combined their water into a bigger bucket, 10% of the water spilled out. The water they collected had a weight of 1.021 kilograms per liter of water. The expression shown below represents the weight, in kilograms, of the water in the bigger bucket. [0.9(0.83 + 0.98)] × 1.021 Rounded to the nearest thousandth, what is the weight, in kilograms, of the water in the bigger bucket?	1.663	1.748	1.763	1.848		Keyana put 0.83 liter of water into a bucket. Matt put 0.98 liter of water into another bucket. When they combined their water into a bigger bucket, 10% of the water spilled out. The water they collected had a weight of 1.021 kilograms per liter of water. The expression shown below represents the weight, in kilograms, of the water in the bigger bucket. [0.9(0.83 + 0.98)] × 1.021 Rounded to the nearest thousandth, what is the weight, in kilograms, of the water in the bigger bucket? 1.663 1.748 1.763 1.848
3553	PA	2015.0	7	Ratios and Proportional Relationships	A-R.1.1.6		0	Kenneth is making chocolate cakes. For each cup of milk he uses, he needs to use 1 3/4 cups of flour. For each cup of flour he uses, he needs to use 3/7 cup of cocoa powder. Kenneth is making enough cakes that he needs to use 4 cups of milk. How many cups of cocoa powder does Kenneth need to use?	3 / 28	12 / 7	3	7		Kenneth is making chocolate cakes. For each cup of milk he uses, he needs to use 1 3/4 cups of flour. For each cup of flour he uses, he needs to use 3/7 cup of cocoa powder. Kenneth is making enough cakes that he needs to use 4 cups of milk. How many cups of cocoa powder does Kenneth need to use?  3 / 28  12 / 7 3 7
3554	PA	2015.0	7	Expressions and Equations	B-E.2.1.1		0	Ryan is training for a bicycle race. • The distance he rides is 44 1/2 miles long. • He rides a portion of the distance at a slow speed both to warm up and to cool down. • Ryan rides 4/5 of the distance at a fast speed for training. • Of the slow-speed portion, 1/3 is for the warm-up. Which estimate is closest to the distance, in miles, Ryan rides to cool down?	3	6	9	12		Ryan is training for a bicycle race. • The distance he rides is 44 1/2 miles long. • He rides a portion of the distance at a slow speed both to warm up and to cool down. • Ryan rides 4/5 of the distance at a fast speed for training. • Of the slow-speed portion, 1/3 is for the warm-up. Which estimate is closest to the distance, in miles, Ryan rides to cool down? 3 6 9 12
3555	PA	2015.0	7	Expressions and Equations	B-E.2.2		0	The pressure on an object that is underwater increases by 4.3 pounds per square inch for every 10 feet the depth of the object increases. The equation below represents this relationship. y = 0.43x + 14.7 Based on the relationship, which statement about the variable x in the equation is true?	The variable x is the dependent variable in the relationship and represents the depth, in feet, of the object.	The variable x is the independent variable in the relationship and represents the depth, in feet, of the object.	The variable x is the dependent variable in the relationship and represents the pressure, in pounds per square inch, on the object.	The variable x is the independent variable in the relationship and represents the pressure, in pounds per square feet, on the object.		The pressure on an object that is underwater increases by 4.3 pounds per square inch for every 10 feet the depth of the object increases. The equation below represents this relationship. y = 0.43x + 14.7 Based on the relationship, which statement about the variable x in the equation is true? The variable x is the dependent variable in the relationship and represents the depth, in feet, of the object. The variable x is the independent variable in the relationship and represents the depth, in feet, of the object. The variable x is the dependent variable in the relationship and represents the pressure, in pounds per square inch, on the object. The variable x is the independent variable in the relationship and represents the pressure, in pounds per square feet, on the object.
3556	PA	2015.0	7	Expressions and Equations	B-E.2.2.1		0	Kyle sold an antique through an online auction website. The website host charged Kyle $15, plus 2.5% of the final selling price of the antique. After selling the antique, Kyle had to pay the website host $32. What was the final selling price of the antique?	68	600	680	1280		Kyle sold an antique through an online auction website. The website host charged Kyle $15, plus 2.5% of the final selling price of the antique. After selling the antique, Kyle had to pay the website host $32. What was the final selling price of the antique? 68 600 680 1280
3557	PA	2015.0	7	Expressions and Equations	B-E.2.2.1		0	Mr. Jones is taking his family to see a play. There are 10 people going to the play, and they take 2 cars. Mr. Jones pays $5.50 for parking for each car. He pays the same price for each ticket. Mr. Jones is charged a total of $142.00 for tickets and parking. What is the price of each ticket to the play?	6.55	13.1	13.65	14.2		Mr. Jones is taking his family to see a play. There are 10 people going to the play, and they take 2 cars. Mr. Jones pays $5.50 for parking for each car. He pays the same price for each ticket. Mr. Jones is charged a total of $142.00 for tickets and parking. What is the price of each ticket to the play? 6.55 13.1 13.65 14.2
3558	PA	2015.0	7	Expressions and Equations	B-E.2.2.1		0	Students in a dance class filled out a survey. There were 25 girls and some boys who participated in the survey. The results showed that 20% of the students prefer tap dance to ballroom dance. There are 9 students who prefer tap dance. Which equation can be used to find the number of boys ( x) who participated in the survey?	0.2x + 25 = 9	0.2(x + 25) = 9	0.2(25 - 9) = x	25 + x = 0.2 x 9		Students in a dance class filled out a survey. There were 25 girls and some boys who participated in the survey. The results showed that 20% of the students prefer tap dance to ballroom dance. There are 9 students who prefer tap dance. Which equation can be used to find the number of boys ( x) who participated in the survey? 0.2x + 25 = 9  0.2(x + 25) = 9 0.2(25 - 9) = x 25 + x = 0.2 x 9
3559	PA	2015.0	7	Expressions and Equations	B-E.2.2.2		0	A real estate agent earns $2,000 per month plus 5% of the selling price of each house sold. The agent wants to earn more than $60,000 this year. Which inequality represents the possible combined selling price ( x) of all the houses sold during the year for the real estate agent to meet his goal?	x > 11,600	x > 180,000	x > 720,000	x > 1,160,000		A real estate agent earns $2,000 per month plus 5% of the selling price of each house sold. The agent wants to earn more than $60,000 this year. Which inequality represents the possible combined selling price ( x) of all the houses sold during the year for the real estate agent to meet his goal? x > 11,600 x > 180,000 x > 720,000 x > 1,160,000
3560	PA	2015.0	7	Expressions and Equations	B-E.2.2.2		0	Heidi must correctly answer at least 80% of the questions on an exam to advance to the next level in her online course. Heidi has already correctly answered 26 questions and incorrectly answered 4 questions. How many of the 15 questions remaining must Heidi correctly answer to advance to the next level?	at least 10	at least 11	at least 12	at least 13		Heidi must correctly answer at least 80% of the questions on an exam to advance to the next level in her online course. Heidi has already correctly answered 26 questions and incorrectly answered 4 questions. How many of the 15 questions remaining must Heidi correctly answer to advance to the next level? at least 10 at least 11 at least 12 at least 13
3561	PA	2015.0	7	Geometry	C-G.2.2.1		0	A circular lampshade with a diameter of 14 inches has a length of wire that goes around it exactly one time. How many inches of wire are needed to go around the lampshade exactly one time?	7π	14π	49π	196π		A circular lampshade with a diameter of 14 inches has a length of wire that goes around it exactly one time. How many inches of wire are needed to go around the lampshade exactly one time? 7π 14π 49π 196π
3562	PA	2015.0	7	Geometry	C-G.2.2.2		0	Shannon has several cubes. Each cube is 3 feet high. Shannon covers all but one face of each cube with foil. She uses a total of 360 square feet of foil to cover the faces. How many cubes does Shannon have?	9	10	24	40		Shannon has several cubes. Each cube is 3 feet high. Shannon covers all but one face of each cube with foil. She uses a total of 360 square feet of foil to cover the faces. How many cubes does Shannon have? 9 10 24 40
3563	PA	2015.0	7	Statistics and Probability	D-S.3.2.2		0	Charlene has 12 plastic cups. Of the 12 plastic cups, 3 are green, 4 are red, and 5 are blue. She stacks the cups into a single stack in random order. What is the probability that the cup on top of the stack is not green?	2022-01-04 00:00:00	2 / 5	2 / 3	3 / 4		Charlene has 12 plastic cups. Of the 12 plastic cups, 3 are green, 4 are red, and 5 are blue. She stacks the cups into a single stack in random order. What is the probability that the cup on top of the stack is not green? 44565  2 / 5  2 / 3  3 / 4
3564	PA	2015.0	7	Statistics and Probability	D-S.3.2.3		0	Carla uses a special 12-sided number polyhedron for some experiments. Some information about the polyhedron is listed below. • There is a 1/3 probability that Carla will roll a number that is a multiple of 3. • There is a  5/12 probability that Carla will roll a prime number. Carla rolls her 12-sided number polyhedron two times. What is the probability that Carla rolls a multiple of 3 on her first roll, and a number that is not a prime number on her second roll?	5/36	7/36	5 / 18	7 / 18		Carla uses a special 12-sided number polyhedron for some experiments. Some information about the polyhedron is listed below. • There is a 1/3 probability that Carla will roll a number that is a multiple of 3. • There is a  5/12 probability that Carla will roll a prime number. Carla rolls her 12-sided number polyhedron two times. What is the probability that Carla rolls a multiple of 3 on her first roll, and a number that is not a prime number on her second roll? 5/36 7/36  5 / 18  7 / 18
3565	PA	2015.0	7	The Number System	A-N.1.1.1		1	Joslyn built the shelf shown below to fit into a narrow closet.The shelf is made of 3 pieces of wood, each 0.3 meter wide. There is also 0.05 meter of space between the shelf and the wall on each side. What is the width, in meters, of Joslyn’s closet?	0.4	0.8	1	1.9		Joslyn built the shelf shown below to fit into a narrow closet.The shelf is made of 3 pieces of wood, each 0.3 meter wide. There is also 0.05 meter of space between the shelf and the wall on each side. What is the width, in meters, of Joslyn’s closet? 0.4 0.8 1 1.9
3566	PA	2015.0	7	Ratios and Proportional Relationships	A-R.1.1.1		1	Simon is filling the water tank shown below. After 2 minutes, the tank is filled up to 1/5 of its height. What is the rate, in cubic meters per minute, at which Simon is filling up the water tank?	0.025	0.05	0.1	0.125		Simon is filling the water tank shown below. After 2 minutes, the tank is filled up to 1/5 of its height. What is the rate, in cubic meters per minute, at which Simon is filling up the water tank? 0.025 0.05 0.1 0.125
3567	PA	2015.0	7	Ratios and Proportional Relationships	A-R.1.1.2		1	The graph below models the relationship between the time ( x), in hours, Janet works and the amount of money ( y), in dollars, she earns. Which statement explains how Janet knows that the number of hours she works and the amount of money she earns are proportionally related?	The graph is a straight line with a positive slope.	The graph is a straight line that passes through (0, 0).	The graph is a straight line that passes through (1, 12.5).	The graph is a straight line with no negative x or y values.		The graph below models the relationship between the time ( x), in hours, Janet works and the amount of money ( y), in dollars, she earns. Which statement explains how Janet knows that the number of hours she works and the amount of money she earns are proportionally related? The graph is a straight line with a positive slope. The graph is a straight line that passes through (0, 0). The graph is a straight line that passes through (1, 12.5). The graph is a straight line with no negative x or y values.
3568	PA	2015.0	7	Ratios and Proportional Relationships	A-R.1.1.3		1	The graph below shows the relationship between the number of pages printed ( x) at a print shop and the total price ( y), in dollars. Based on the graph, what is the unit price at the print shop?	$0.10 per page	$0.20 per page	$0.25 per page	$0.50 per page		The graph below shows the relationship between the number of pages printed ( x) at a print shop and the total price ( y), in dollars. Based on the graph, what is the unit price at the print shop? $0.10 per page $0.20 per page $0.25 per page $0.50 per page
3569	PA	2015.0	7	Ratios and Proportional Relationships	A-R.1.1.3		1	The table below shows the relationship between the number of water bottles at a park that are thrown away and the number of water bottles at the park that are recycled for each of five months. Which statement correctly describes the relationship between the number of water bottles that are thrown away and the number of water bottles that are recycled at the park each month?	The relationship is proportional. For every 3 bottles that are thrown away each month, 10 bottles are recycled.	The relationship is proportional. For every 10 bottles that are thrown away each month, 3 bottles are recycled.	The relationship is not proportional. The number of water bottles that are thrown away increases more from month to month than the number of water bottles that are recycled.	The relationship is not proportional. The difference between the number of bottles that are thrown away and the number of bottles that are recycled is not the same for each month.		The table below shows the relationship between the number of water bottles at a park that are thrown away and the number of water bottles at the park that are recycled for each of five months. Which statement correctly describes the relationship between the number of water bottles that are thrown away and the number of water bottles that are recycled at the park each month? The relationship is proportional. For every 3 bottles that are thrown away each month, 10 bottles are recycled. The relationship is proportional. For every 10 bottles that are thrown away each month, 3 bottles are recycled. The relationship is not proportional. The number of water bottles that are thrown away increases more from month to month than the number of water bottles that are recycled. The relationship is not proportional. The difference between the number of bottles that are thrown away and the number of bottles that are recycled is not the same for each month.
3570	PA	2015.0	7	Ratios and Proportional Relationships	A-R.1.1.3		1	A technician tests batteries for a battery manufacturer several times each week. She determines that the number of defective batteries is proportional to the number of batteries tested. The table below shows the numbers of batteries the technician tested at two different times during week 1 and the number of defective batteries she found each time. Between week 1 and week 2, the battery manufacturer changed its process. The number of defective batteries is still proportional to the number of batteries tested, but the constant of proportionality is greater. The technician tested 480 batteries during week 2 and found that 18 were defective. By what percent did the constant of proportionality increase?	33 1/3 %	0.5	66 2/3%	1.25		A technician tests batteries for a battery manufacturer several times each week. She determines that the number of defective batteries is proportional to the number of batteries tested. The table below shows the numbers of batteries the technician tested at two different times during week 1 and the number of defective batteries she found each time. Between week 1 and week 2, the battery manufacturer changed its process. The number of defective batteries is still proportional to the number of batteries tested, but the constant of proportionality is greater. The technician tested 480 batteries during week 2 and found that 18 were defective. By what percent did the constant of proportionality increase? 33 1/3 % 0.5 66 2/3% 1.25
3571	PA	2015.0	7	Ratios and Proportional Relationships	A-R.1.1.4		1	A concert hall sells tickets in three different price ranges. For each price range, there are both adult and child rates. Which statement describes the relationship between the adult ticket prices (a), in dollars, and the child ticket prices (c), in dollars?	The relationship is proportional. It can be represented as c = 1/4a .	The relationship is proportional. It can be represented as c = 4a .	The relationship is not proportional. The change in a is not constant, and therefore the relationship cannot be expressed as one equation.	The relationship is not proportional. The change in c is not constant, and therefore the relationship cannot be expressed as one equation.		A concert hall sells tickets in three different price ranges. For each price range, there are both adult and child rates. Which statement describes the relationship between the adult ticket prices (a), in dollars, and the child ticket prices (c), in dollars? The relationship is proportional. It can be represented as c = 1/4a . The relationship is proportional. It can be represented as c = 4a . The relationship is not proportional. The change in a is not constant, and therefore the relationship cannot be expressed as one equation. The relationship is not proportional. The change in c is not constant, and therefore the relationship cannot be expressed as one equation.
3572	PA	2015.0	7	Ratios and Proportional Relationships	A-R.1.1.5		1	When Rachel exceeds the number of minutes on her cell phone plan, she is charged an extra cost for each minute. The graph below shows the total cost ( y), in dollars, for exceeding her cell phone plan’s minutes by x minutes. What does the y-coordinate represent when the x-coordinate has a value of 1?	Rachel pays $0.25 for each minute she exceeds her cell phone plan’s minutes.	Rachel pays $0.50 for each minute she exceeds her cell phone plan’s minutes.	Rachel pays $1.00 for each minute she exceeds her cell phone plan’s minutes.	Rachel pays $4.00 for each minute she exceeds her cell phone plan’s minutes.		When Rachel exceeds the number of minutes on her cell phone plan, she is charged an extra cost for each minute. The graph below shows the total cost ( y), in dollars, for exceeding her cell phone plan’s minutes by x minutes. What does the y-coordinate represent when the x-coordinate has a value of 1? Rachel pays $0.25 for each minute she exceeds her cell phone plan’s minutes. Rachel pays $0.50 for each minute she exceeds her cell phone plan’s minutes. Rachel pays $1.00 for each minute she exceeds her cell phone plan’s minutes. Rachel pays $4.00 for each minute she exceeds her cell phone plan’s minutes.
3573	PA	2015.0	7	Ratios and Proportional Relationships	A-R.1.1.6		1	The graph below represents the amount of simple interest (I ), in dollars, earned on an investment of P dollars over one year. The interest rate is r. An investment of $600 at a different interest rate (q) will earn $24 in simple interest over one year. Which statement about interest rates r and q is true?	Interest rate r is 2% greater than interest rate q.	Interest rate r is 8% less than interest rate q.	Interest rate q is 12% less than interest rate r.	Interest rate q is the same as interest rate r.		The graph below represents the amount of simple interest (I ), in dollars, earned on an investment of P dollars over one year. The interest rate is r. An investment of $600 at a different interest rate (q) will earn $24 in simple interest over one year. Which statement about interest rates r and q is true? Interest rate r is 2% greater than interest rate q.  Interest rate r is 8% less than interest rate q.   Interest rate q is 12% less than interest rate r.  Interest rate q is the same as interest rate r.
3574	PA	2015.0	7	Geometry	C-G.1.1.1		1	A machine part consists of two cylinders aligned along the same vertical axis. A scale drawing of the part is represented below. The part is cut in half through the vertical axis. What is the total area, in square inches, of the actual two-dimensional cross-section that is the result of the cut?	42 sq in.	72 sq in.	126 sq in.	216 sq in.		A machine part consists of two cylinders aligned along the same vertical axis. A scale drawing of the part is represented below. The part is cut in half through the vertical axis. What is the total area, in square inches, of the actual two-dimensional cross-section that is the result of the cut? 42 sq in. 72 sq in. 126 sq in. 216 sq in.
3575	PA	2015.0	7	Geometry	C-G.1.1.1		1	A city is building a new pool. A scale drawing of the pool is shown below. What is the area, in square feet, of the pool?	16π	24π	48π	144π		A city is building a new pool. A scale drawing of the pool is shown below. What is the area, in square feet, of the pool? 16π 24π 48π 144π
3576	PA	2015.0	7	Geometry	C-G.1.1.2		1	Triangle ABC is shown below. What is the measure of angle C?	40°	90°	100°	140°		Triangle ABC is shown below. What is the measure of angle C? 40° 90° 100° 140°
3577	PA	2015.0	7	Geometry	C-G.2		1	Mika will use copies of one of the triangles shown in the diagram below to cover a rectangular poster as completely as possible. The poster is 12 inches wide and has an area of 480 square inches. The triangle Mika will use is isosceles. The copies are all full size and do not overlap on the poster. Which set of statements identify the triangle Mika should use to cover the poster as completely as possible and the area of the poster that will remain uncovered?	Mika should use triangle 1, and no portion of the poster will remain uncovered.	Mika should use triangle 2, and no portion of the poster will remain uncovered.	Mika should use triangle 3, and 48 square inches of the poster will remain uncovered.	Mika should use triangle 3, and 12 square inches of the poster will remain uncovered.		Mika will use copies of one of the triangles shown in the diagram below to cover a rectangular poster as completely as possible. The poster is 12 inches wide and has an area of 480 square inches. The triangle Mika will use is isosceles. The copies are all full size and do not overlap on the poster. Which set of statements identify the triangle Mika should use to cover the poster as completely as possible and the area of the poster that will remain uncovered? Mika should use triangle 1, and no portion of the poster will remain uncovered. Mika should use triangle 2, and no portion of the poster will remain uncovered. Mika should use triangle 3, and 48 square inches of the poster will remain uncovered. Mika should use triangle 3, and 12 square inches of the poster will remain uncovered.
3578	PA	2015.0	7	Geometry	C-G.2.1.2		1	In the figure shown below, lines j and k are parallel. Which equation can be used to find the value of x in the figure?	(x + 40) = (2x + 20)	2(x + 40) = 2x + 20	(x + 40) + (2x + 20) = 90	(x + 40) + (2x + 20) = 180		In the figure shown below, lines j and k are parallel. Which equation can be used to find the value of x in the figure? (x + 40) = (2x + 20) 2(x + 40) = 2x + 20 (x + 40) + (2x + 20) = 90 (x + 40) + (2x + 20) = 180
3579	PA	2015.0	7	Geometry	C-G.2.2.1		1	The figure below represents a circular fountain. Rounded to the nearest square foot, what is the area of the fountain?	10	11	38	44		The figure below represents a circular fountain. Rounded to the nearest square foot, what is the area of the fountain? 10 11 38 44
3580	PA	2015.0	7	Geometry	C-G.2.2.2		1	Marcus wants to decorate his box that is in the shape of a cube. He decides to cover the entire box with red colored paper except the circle with his name on it. The box is shown below. Rounded to the nearest square centimeter, how much red paper is needed to cover Marcus’s box?	72	105	130	150		Marcus wants to decorate his box that is in the shape of a cube. He decides to cover the entire box with red colored paper except the circle with his name on it. The box is shown below. Rounded to the nearest square centimeter, how much red paper is needed to cover Marcus’s box? 72 105 130 150
3581	PA	2015.0	7	Statistics and Probability	D-S.1.1.2		1	Four candidates are running for school president. A random sample of students at the school are surveyed about which of the candidates they are likely to choose. The chart below shows the number of students from the random sample who chose each candidate. A total of 800 students are expected to vote in the election for school president. Based on the information shown in the chart, which election outcome is most likely?	Rasheed will win with 192 votes.	Rasheed will win with 189 more votes than he had in the survey.	Janelle will win with 8 more votes than the second-place finisher, Rasheed.	Janelle will win with 128 more votes than the second-place finisher, Rasheed.		Four candidates are running for school president. A random sample of students at the school are surveyed about which of the candidates they are likely to choose. The chart below shows the number of students from the random sample who chose each candidate. A total of 800 students are expected to vote in the election for school president. Based on the information shown in the chart, which election outcome is most likely? Rasheed will win with 192 votes. Rasheed will win with 189 more votes than he had in the survey. Janelle will win with 8 more votes than the second-place finisher, Rasheed. Janelle will win with 128 more votes than the second-place finisher, Rasheed.
3582	PA	2015.0	7	Statistics and Probability	D-S.2.1		1	The miles-per-gallon averages for random samples of cars and of small trucks are shown in the box-and-whisker plots below. Based on the box-and-whisker plots, which statement about the miles-per-gallon averages of the cars and small trucks is most likely true?	About 50% of the cars and 50% of the small trucks get between 18 and 27 miles per gallon.	About 50% of the cars and 25% of the small trucks get between 25 and 33 miles per gallon.	About 75% of the cars get a greater average number of miles per gallon than any small truck in the small truck sample.	About 75% of the small trucks get a lesser average number of miles per gallon than the least number of average miles per gallon of any car in the car sample.		The miles-per-gallon averages for random samples of cars and of small trucks are shown in the box-and-whisker plots below. Based on the box-and-whisker plots, which statement about the miles-per-gallon averages of the cars and small trucks is most likely true? About 50% of the cars and 50% of the small trucks get between 18 and 27 miles per gallon. About 50% of the cars and 25% of the small trucks get between 25 and 33 miles per gallon. About 75% of the cars get a greater average number of miles per gallon than any small truck in the small truck sample. About 75% of the small trucks get a lesser average number of miles per gallon than the least number of average miles per gallon of any car in the car sample.
3583	PA	2015.0	7	Statistics and Probability	D-S.3.1.1		1	A computer scientist writes a program to generate single-digit and double-digit numbers using the digits 1 and 2. The probabilities the scientist used in the program are shown in the table below. Which statement about the likelihood of a number being generated by the program is true?	The program is unlikely to generate a double-digit number.	The program is more likely to generate a single-digit number than a double-digit number.	The program is equally likely to generate a single-digit number as a double-digit number.	The program is more likely to generate a double-digit number containing only 1s or only 2s than a double-digit number containing a 1 and a 2.		A computer scientist writes a program to generate single-digit and double-digit numbers using the digits 1 and 2. The probabilities the scientist used in the program are shown in the table below. Which statement about the likelihood of a number being generated by the program is true? The program is unlikely to generate a double-digit number. The program is more likely to generate a single-digit number than a double-digit number. The program is equally likely to generate a single-digit number as a double-digit number. The program is more likely to generate a double-digit number containing only 1s or only 2s than a double-digit number containing a 1 and a 2.
3584	PA	2015.0	7	Statistics and Probability	D-S.3.2.2		1	The table below shows the numbers of game chips of different colors in a bag. Danielle randomly selects one chip from the bag. Which statement about the selection is true?	The probability of selecting a red chip is 1/3.	Selecting a yellow, green, or blue chip is certain.	The probability of selecting a green chip is 1/20.	Selecting a blue or red chip is less likely than selecting a yellow chip.		The table below shows the numbers of game chips of different colors in a bag. Danielle randomly selects one chip from the bag. Which statement about the selection is true? The probability of selecting a red chip is 1/3. Selecting a yellow, green, or blue chip is certain. The probability of selecting a green chip is 1/20. Selecting a blue or red chip is less likely than selecting a yellow chip.
3585	PA	2015.0	7	Statistics and Probability	D-S.3.2.2		1	A carpenter will make a single, straight cut through the rectangular prism shown below by randomly choosing a face and cutting parallel to that face. The cut will be a whole number of centimeters from the chosen face. What is the probability that the area, in square centimeters, of the cross section created by the cut will not be a multiple of 100?	0	1 / 3	2 / 3	1		A carpenter will make a single, straight cut through the rectangular prism shown below by randomly choosing a face and cutting parallel to that face. The cut will be a whole number of centimeters from the chosen face. What is the probability that the area, in square centimeters, of the cross section created by the cut will not be a multiple of 100? 0  1 / 3  2 / 3 1
3586	PA	2015.0	7	Statistics and Probability	D-S.3.2.3		1	Keisha has a bag containing blue, green, orange, and red marbles. The number of marbles of each color is shown in the table below. Keisha randomly selects 1 marble from the bag, records its color, and returns the marble to the bag. She does this three times. What is the probability Keisha selects a red marble, then a green marble, and then a blue or orange marble?	3/500	7/500	7/108	4 / 25		Keisha has a bag containing blue, green, orange, and red marbles. The number of marbles of each color is shown in the table below. Keisha randomly selects 1 marble from the bag, records its color, and returns the marble to the bag. She does this three times. What is the probability Keisha selects a red marble, then a green marble, and then a blue or orange marble? 3/500 7/500 7/108  4 / 25
3680	PA	2016.0	7	The Number System	A-N.1.1.1	0.57	0	Subtract: -10 – 21	-31	-11	11	31		Subtract: -10 – 21 -31 -11 11 31
3681	PA	2016.0	7	The Number System	A-N.1.1	0.43	0	Laura has a board that measures 6 11/12 feet in length. She will cut the board into pieces that are each 11/12 foot long. How many full pieces can Laura cut from her board, and how much of her board will be remaining?	Laura can cut the board into 6 pieces with nothing remaining.	Laura can cut the board into 6 pieces with 11/12 foot remaining.	Laura can cut the board into 7 pieces with 1/12 foot remaining.	Laura can cut the board into 7 pieces with 1/2 foot remaining.		Laura has a board that measures 6 11/12 feet in length. She will cut the board into pieces that are each 11/12 foot long. How many full pieces can Laura cut from her board, and how much of her board will be remaining? Laura can cut the board into 6 pieces with nothing remaining. Laura can cut the board into 6 pieces with 11/12 foot remaining. Laura can cut the board into 7 pieces with 1/12 foot remaining. Laura can cut the board into 7 pieces with 1/2 foot remaining.
3682	PA	2016.0	7	Ratios and Proportional Relationships	A-R.1.1.1	0.4	0	For a science experiment, Annie removes a cold liquid from a refrigerator and measures its temperature every 1/2 minute. Annie finds that the temperature increases by 1 3/4 degrees Fahrenheit (°F) between each measurement for three minutes. What is the rate per minute of the temperature increase?	7/8°F per minute	1 1/4°F per minute	2 1/4°F per minute	3 1/2°F per minute		For a science experiment, Annie removes a cold liquid from a refrigerator and measures its temperature every 1/2 minute. Annie finds that the temperature increases by 1 3/4 degrees Fahrenheit (°F) between each measurement for three minutes. What is the rate per minute of the temperature increase? 7/8°F per minute 1 1/4°F per minute 2 1/4°F per minute 3 1/2°F per minute
