	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
3301	OK	2020.0	5	Statistics and Probability	5.D.1.1		0	The heights, in centimeters, of some bean plants are listed. 14, 19, 19, 26, 27, 32, 32, 32, 33 What is the median height of these bean plants?	19 centimeters	26 centimeters	27 centimeters	32 centimeters		The heights, in centimeters, of some bean plants are listed. 14, 19, 19, 26, 27, 32, 32, 32, 33 What is the median height of these bean plants? 19 centimeters 26 centimeters 27 centimeters 32 centimeters
3302	OK	2020.0	5	Number and Operations	5.N.1.2		0	A baker made 64 doughnuts at his bakery on Monday.  The baker continues to make the same number of doughnuts each day. How many days will it take to make an additional 768 doughnuts?	10 days	12 days	100 days	120 days		A baker made 64 doughnuts at his bakery on Monday.  The baker continues to make the same number of doughnuts each day. How many days will it take to make an additional 768 doughnuts? 10 days 12 days 100 days 120 days
3303	OK	2020.0	5	Number and Operations	5.N.1.3		0	The baker wants to put his doughnuts into boxes. Each box holds 12 doughnuts. What is the total number of boxes the baker can fill, and the total number of doughnuts he will have left over?	8 boxes with 6 doughnuts left over	6 boxes with 8 doughnuts left over	5 boxes with 4 doughnuts left over	4 boxes with 5 doughnuts left over		The baker wants to put his doughnuts into boxes. Each box holds 12 doughnuts. What is the total number of boxes the baker can fill, and the total number of doughnuts he will have left over? 8 boxes with 6 doughnuts left over 6 boxes with 8 doughnuts left over 5 boxes with 4 doughnuts left over 4 boxes with 5 doughnuts left over
3304	OK	2020.0	5	Number and Operations	5.N.2.3		1	Which point on the number line below best represents the location of 4.82?	point A	point B	point C	point D		Which point on the number line below best represents the location of 4.82? point A point B point C point D
3305	OK	2020.0	5	Operations and Algebraic Thinking	5.A.1.1		1	Nick started a chess club. The table shows the total number of members at the end of each month.  Based on the pattern shown in the table, how many total members were in the club at the end of month 7?	27 members	32 members	35 members	54 members		Nick started a chess club. The table shows the total number of members at the end of each month.  Based on the pattern shown in the table, how many total members were in the club at the end of month 7? 27 members 32 members 35 members 54 members
3306	OK	2020.0	5	Geometry	5.GM.1.2		1	Wade drew a square pyramid for his art project. Which statement is true of the square pyramid?	The square pyramid has 8 faces.	The square pyramid has 2 bases.	The square pyramid has 5 vertices.	The square pyramid has a triangular base.		Wade drew a square pyramid for his art project. Which statement is true of the square pyramid? The square pyramid has 8 faces. The square pyramid has 2 bases. The square pyramid has 5 vertices. The square pyramid has a triangular base.
3307	OK	2020.0	5	Geometry	5.GM.1.3		1	A net of a three-dimensional figure is shown. Which three-dimensional figure does this net represent?	cube	square pyramid	rectangular prism	triangular pyramid		A net of a three-dimensional figure is shown. Which three-dimensional figure does this net represent? cube square pyramid rectangular prism triangular pyramid
3308	OK	2020.0	5	Geometry	5.GM.2.3		1	What is the perimeter, in centimeters (cm), of this parallelogram?	192	236	384	428		What is the perimeter, in centimeters (cm), of this parallelogram?  192 236 384 428
3309	OK	2020.0	5	Geometry	5.GM.3.2		1	A picture of a city is shown. What is the length of this picture to the nearest 1/16 of an inch?	4 1/16 inches	4 15/16 inches	5 1/16 inches	5 15/16 inches		A picture of a city is shown. What is the length of this picture to the nearest 1/16 of an inch? 4 1/16 inches 4 15/16 inches 5 1/16 inches 5 15/16 inches
3310	OK	2020.0	5	Statistics and Probability	5.D.1.1		1	This table shows the high temperatures for some Oklahoma cities in January 2010.  What is the range of these high temperatures?	2°	3°	4°	6°		This table shows the high temperatures for some Oklahoma cities in January 2010.  What is the range of these high temperatures? 2° 3° 4° 6°
3311	OK	2020.0	5	Statistics and Probability	5.D.1.2		1	The graph below shows how much Tisha spent on movie tickets for the first six months of two different years.   Which month had the greatest difference in the amount of money spent on movie tickets between year 1 and year 2?	March	April	May	June		The graph below shows how much Tisha spent on movie tickets for the first six months of two different years.   Which month had the greatest difference in the amount of money spent on movie tickets between year 1 and year 2? March April May June
3460	PA	2015.0	5	Number and Operations in Base Ten	A-T.2.1.1		0	Multiply: 270 × 30	810	6100	6210	8100		Multiply: 270 × 30 810 6100 6210 8100
3461	PA	2015.0	5	Number and Operations in Base Ten	A-T.2.1.1		0	Multiply: 260 × 72	2340	14620	18720	23400		Multiply: 260 × 72 2340 14620 18720 23400
3462	PA	2015.0	5	Number and Operations - Fractions	A-F.1.1.1		0	Nora hiked 8 1/3 miles on Monday and 5 3/4 miles on Tuesday. What was the total number of miles Nora hiked on Monday and Tuesday?	13 1/12	13 4/7	14 1/12	14 1/4		Nora hiked 8 1/3 miles on Monday and 5 3/4 miles on Tuesday. What was the total number of miles Nora hiked on Monday and Tuesday? 13 1/12 13 4/7 14 1/12 14 1/4
3463	PA	2015.0	5	Number and Operations - Fractions	A-F.2.1.2		0	Multiply: 3 1/ 2 × 4 2/3	4	8 1/6	12 1/3	16 1/3		Multiply: 3 1/ 2 × 4 2/3 4 8 1/6 12 1/3 16 1/3
3464	PA	2015.0	5	Number and Operations - Fractions	A-F.2.1.4		0	Divide: 24 ÷ 1/8	1/192	1 / 3	3	192		Divide: 24 ÷ 1/8 1/192  1 / 3 3 192
3465	PA	2015.0	5	Number and Operations in Base Ten	A-T.1.1		0	Martha makes the statement shown below. When multiplying two whole numbers that end in zeros, the product always has the exact same number of zeros at the end as the number of zeros from the end of the two numbers combined. For example, the product of 80 × 400 has exactly three zeros at the end since 80 ends in one zero and 400 ends in two zeros. Which expression proves Martha’s statement is not correct?	10 x 100	20 x 200	30 x 400	40 x 500		Martha makes the statement shown below. When multiplying two whole numbers that end in zeros, the product always has the exact same number of zeros at the end as the number of zeros from the end of the two numbers combined. For example, the product of 80 × 400 has exactly three zeros at the end since 80 ends in one zero and 400 ends in two zeros. Which expression proves Martha’s statement is not correct? 10 x 100 20 x 200 30 x 400 40 x 500
3466	PA	2015.0	5	Number and Operations in Base Ten	A-T.1.1.1		0	A number has an 8 in the hundredths place. The number also contains a digit whose value is 1/10 the value of the 8 in the hundredths place. Which could be the expanded form of the number?	(1 × 100) + (8 × 0.1) + (8 × 0.01) + (2 × 0.001)	(3 × 100) + (8 × 10) + (2 × 1) + (2 × 0.1) + (8 × 0.01) + (7 × 0.001)	(8 × 100) + (8 × 10) + (1 × 0.1) + (7 × 0.01) + (9 × 0.001)	(2 × 100) + (7 × 10) + (2 × 1) + (8 × 0.01) + (8 × 0.001)		A number has an 8 in the hundredths place. The number also contains a digit whose value is 1/10 the value of the 8 in the hundredths place. Which could be the expanded form of the number? (1 × 100) + (8 × 0.1) + (8 × 0.01) + (2 × 0.001) (3 × 100) + (8 × 10) + (2 × 1) + (2 × 0.1) + (8 × 0.01) + (7 × 0.001) (8 × 100) + (8 × 10) + (1 × 0.1) + (7 × 0.01) + (9 × 0.001) (2 × 100) + (7 × 10) + (2 × 1) + (8 × 0.01) + (8 × 0.001)
3467	PA	2015.0	5	Number and Operations in Base Ten	A-T.1.1.2		0	In the expression shown below, a and b represent different whole numbers. 10^a × 10^b How many zeros must be in the product of the expression?	a + b	a x b	2	100		In the expression shown below, a and b represent different whole numbers. 10^a × 10^b How many zeros must be in the product of the expression? a + b a x b 2 100
3468	PA	2015.0	5	Number and Operations in Base Ten	A-T.1.1.3		0	Lucy’s dog weighs nine and seventy-five hundredths kilograms. What is the weight, in kilograms, of Lucy’s dog written in expanded notation?	9 + 0.07 + 0.005	9 + 0.07 + 0.05	9 + 0.7 + 0.005	9 + 0.7 + 0.05		Lucy’s dog weighs nine and seventy-five hundredths kilograms. What is the weight, in kilograms, of Lucy’s dog written in expanded notation? 9 + 0.07 + 0.005 9 + 0.07 + 0.05 9 + 0.7 + 0.005 9 + 0.7 + 0.05
3469	PA	2015.0	5	Number and Operations in Base Ten	A-T.1.1.4		0	Which inequality correctly compares six and fifty-nine hundredths to six and ninety‑five thousandths?	6.059 < 6.95	6.059 > 6.95	6.59 < 6.095	6.59 > 6.095		Which inequality correctly compares six and fifty-nine hundredths to six and ninety‑five thousandths? 6.059 < 6.95 6.059 > 6.95 6.59 < 6.095 6.59 > 6.095
3470	PA	2015.0	5	Number and Operations in Base Ten	A-T.1.1.5		0	Tyler’s bag of shells weighs 4.97 pounds. He finds 2 stones that weigh the same as each other and adds them to the bag. Tyler’s bag now weighs 6.31 pounds. What is the weight of each stone to the nearest tenth of a pound?	0.6	0.7	1.3	2.6		Tyler’s bag of shells weighs 4.97 pounds. He finds 2 stones that weigh the same as each other and adds them to the bag. Tyler’s bag now weighs 6.31 pounds. What is the weight of each stone to the nearest tenth of a pound? 0.6 0.7 1.3 2.6
3471	PA	2015.0	5	Number and Operations in Base Ten	A-T.2		0	Four friends ate together at a restaurant. The cost for each meal, without a tip, is shown below. $11 $13 $13 $14 The total cost of the 4 meals with the tip was 1.2 times the total cost of the meals without the tip. The friends equally shared the total cost of the meals with the tip. How much did each friend pay?	10.2	12.75	13.05	15.3		Four friends ate together at a restaurant. The cost for each meal, without a tip, is shown below. $11 $13 $13 $14 The total cost of the 4 meals with the tip was 1.2 times the total cost of the meals without the tip. The friends equally shared the total cost of the meals with the tip. How much did each friend pay? 10.2 12.75 13.05 15.3
3472	PA	2015.0	5	Number and Operations in Base Ten	A-T.2.1.1		0	A store has 108 boxes of model cars. Each box contains 18 cars. After all the cars are unpacked, they are arranged into 27 rows with the same number of cars in each row. How many cars are in each row?	72	153	162	972		A store has 108 boxes of model cars. Each box contains 18 cars. After all the cars are unpacked, they are arranged into 27 rows with the same number of cars in each row. How many cars are in each row? 72 153 162 972
3473	PA	2015.0	5	Number and Operations - Fractions	A-F.1		0	An expression is shown below. 1 4/5 + 1.25 – 2.1 The value of the expression is represented as a fraction. The numerator of the fraction is a whole number. What is the smallest number that could be the denominator of the fraction?	5	10	20	50		An expression is shown below. 1 4/5 + 1.25 – 2.1 The value of the expression is represented as a fraction. The numerator of the fraction is a whole number. What is the smallest number that could be the denominator of the fraction? 5 10 20 50
3474	PA	2015.0	5	Number and Operations - Fractions	A-F.1.1		0	Neal uses 1 1/4 gallons of water and 8 cups of apple cider in a recipe. How many combined gallons of water and apple cider does Neal use in the recipe?	1 1/6	1 1/3	1 3/4	2 1/4		Neal uses 1 1/4 gallons of water and 8 cups of apple cider in a recipe. How many combined gallons of water and apple cider does Neal use in the recipe? 1 1/6 1 1/3 1 3/4 2 1/4
3475	PA	2015.0	5	Number and Operations - Fractions	A-F.2		0	Aubrey has a shelf full of books. • Exactly 1/3 of the books on the shelf are mysteries. • Aubrey has read 10 of the mysteries on the shelf. • The number of mysteries Aubrey has read is greater than 1/5 of the number of mysteries on the shelf and less than 1/4 of the number of mysteries on the shelf. Which could be the number of books on the shelf?	120	142	147	150		Aubrey has a shelf full of books. • Exactly 1/3 of the books on the shelf are mysteries. • Aubrey has read 10 of the mysteries on the shelf. • The number of mysteries Aubrey has read is greater than 1/5 of the number of mysteries on the shelf and less than 1/4 of the number of mysteries on the shelf. Which could be the number of books on the shelf? 120 142 147 150
3476	PA	2015.0	5	Number and Operations - Fractions	A-F.2.1.1		0	Kelly spends 5 hours making pizzas. Each pizza takes her 1/4 hour to make. When she is finished, all of the pizzas are shared equally among 6 families. How many pizzas does each family receive?	5 / 24	3 / 10	3 1/3	7 1/2		Kelly spends 5 hours making pizzas. Each pizza takes her 1/4 hour to make. When she is finished, all of the pizzas are shared equally among 6 families. How many pizzas does each family receive?  5 / 24  3 / 10 3 1/3 7 1/2
3477	PA	2015.0	5	Number and Operations - Fractions	A-F.2.1.2		0	Janet has 4/9 gallon of paint. She uses 1/8 of the paint she has to cover 3 canvases. She uses the same amount of paint to cover each canvas. What amount of paint does Janet use to cover each canvas?	1/54 gallon	5/72 gallon	1/6 gallon	23/24 gallon		Janet has 4/9 gallon of paint. She uses 1/8 of the paint she has to cover 3 canvases. She uses the same amount of paint to cover each canvas. What amount of paint does Janet use to cover each canvas? 1/54 gallon 5/72 gallon 1/6 gallon 23/24 gallon
3478	PA	2015.0	5	Number and Operations - Fractions	A-F.2.1.2		0	Wendell has 12 cups of rice. He puts an equal amount of rice into each of 5 bowls. Wendell eats 1/3 of a bowl of rice. How many cups of rice does Wendell eat?	5/36	4 / 5	1 1/4	7 1/5		Wendell has 12 cups of rice. He puts an equal amount of rice into each of 5 bowls. Wendell eats 1/3 of a bowl of rice. How many cups of rice does Wendell eat? 5/36  4 / 5 1 1/4 7 1/5
3479	PA	2015.0	5	Number and Operations - Fractions	A-F.2.1.3		0	The product of 3/8 and any whole number is less than the whole number. Which statement about the fraction 3/8 is a reason why this is true?	The numerator is greater than 1.	The denominator is greater than 1.	The denominator is greater than the numerator.	The difference between the denominator and the numerator is greater than the numerator.		The product of 3/8 and any whole number is less than the whole number. Which statement about the fraction 3/8 is a reason why this is true? The numerator is greater than 1. The denominator is greater than 1. The denominator is greater than the numerator. The difference between the denominator and the numerator is greater than the numerator.
3480	PA	2015.0	5	Number and Operations - Fractions	A-F.2.1.4		0	Paul has 1/2 gallon of liquid fertilizer. He puts an equal amount of the fertilizer into each of 5 bottles. Paul then uses 1/3 of the fertilizer from one of the bottles on a flower. What fraction of a gallon of fertilizer does Paul use on the flower?	1 / 30	7 / 30	3 / 10	5 / 6		Paul has 1/2 gallon of liquid fertilizer. He puts an equal amount of the fertilizer into each of 5 bottles. Paul then uses 1/3 of the fertilizer from one of the bottles on a flower. What fraction of a gallon of fertilizer does Paul use on the flower?  1 / 30   7 / 30  3 / 10  5 / 6
3481	PA	2015.0	5	Number and Operations - Fractions	A-F.2.1.4		0	Greg makes a pan of brownies. • He takes 2/3 of the brownies to his friend’s house.• He freezes 1/4 of the brownies. • He gives the remaining brownies to his 4 sisters. • His sisters equally share the remaining brownies. What fraction of the pan of brownies does each sister get?	1/48	1 / 16	1 / 8	1 / 3		Greg makes a pan of brownies. • He takes 2/3 of the brownies to his friend’s house.• He freezes 1/4 of the brownies. • He gives the remaining brownies to his 4 sisters. • His sisters equally share the remaining brownies. What fraction of the pan of brownies does each sister get? 1/48  1 / 16  1 / 8  1 / 3
3482	PA	2015.0	5	Operations and Algebraic Thinking	B-O.1.1.1		0	Mark makes a pattern that starts with 5 and uses the rule “subtract 1, and then multiply by 3.” Which expression can be used to find the third number in Mark’s pattern?	5 – 1 × 3 – 1 × 3	3(5 – 1) + 3(5 – 1)	3[3(5) – 1]	3[3(5 – 1) – 1]		Mark makes a pattern that starts with 5 and uses the rule “subtract 1, and then multiply by 3.” Which expression can be used to find the third number in Mark’s pattern? 5 – 1 × 3 – 1 × 3 3(5 – 1) + 3(5 – 1) 3[3(5) – 1] 3[3(5 – 1) – 1]
3483	PA	2015.0	5	Operations and Algebraic Thinking	B-O.1.1.2		0	Which expression has half the value of 2 + 898 × 950?	1 + 449 × 475	1 + 898 × 475	2 + 449 × 475	2 + 898 × 475		Which expression has half the value of 2 + 898 × 950? 1 + 449 × 475 1 + 898 × 475 2 + 449 × 475 2 + 898 × 475
3484	PA	2015.0	5	Operations and Algebraic Thinking	B-O.1.1.2		0	All the students in a class are sitting at tables. • There are 6 round tables, and 3 boys and 4 girls are sitting at each round table. • There are 7 square tables, and 5 boys and 3 girls are sitting at each square table. • Ms. Martin gives each student in the class 2 books. Which expression can be used to find the total number of books Ms. Martin gives to the students?	2 (6 + 3 + 4 + 7 + 5 + 3)	6 (3 + 4) + 7 (5 + 3) + 2	2 [6 (3 + 4) + 7 (5 + 3)]	6 [(3 + 4) + 2] + 7 [(5 + 3) + 2]		All the students in a class are sitting at tables. • There are 6 round tables, and 3 boys and 4 girls are sitting at each round table. • There are 7 square tables, and 5 boys and 3 girls are sitting at each square table. • Ms. Martin gives each student in the class 2 books. Which expression can be used to find the total number of books Ms. Martin gives to the students? 2 (6 + 3 + 4 + 7 + 5 + 3) 6 (3 + 4) + 7 (5 + 3) + 2 2 [6 (3 + 4) + 7 (5 + 3)] 6 [(3 + 4) + 2] + 7 [(5 + 3) + 2]
3485	PA	2015.0	5	Operations and Algebraic Thinking	B-O.2		0	Linda has a jar that contains 6 coins. She adds coins to the jar each day for 5 days. The pattern below shows the number of coins in Linda’s jar at the end of each of the 5 days. 13 20 27 34 41 Nancy also has a jar containing 6 coins. She adds twice as many coins to her jar each day as Linda does for each of the 5 days. What is the total number of coins in Linda’s and Nancy’s jars at the end of the 5 days?	103	111	117	123		Linda has a jar that contains 6 coins. She adds coins to the jar each day for 5 days. The pattern below shows the number of coins in Linda’s jar at the end of each of the 5 days. 13 20 27 34 41 Nancy also has a jar containing 6 coins. She adds twice as many coins to her jar each day as Linda does for each of the 5 days. What is the total number of coins in Linda’s and Nancy’s jars at the end of the 5 days? 103 111 117 123
3486	PA	2015.0	5	Operations and Algebraic Thinking	B-O.2.1.1		0	Daniel and Jessica each make a pattern. • Daniel’s pattern starts with 12 and uses the rule subtract 6, then multiply by 3. • Jessica’s pattern starts with 8 and uses the rule multiply by 2, then add 2. Which pair of patterns shows Daniel’s and Jessica’s patterns?	Daniel’s pattern: 12, 18, 36, 90, 252 Jessica’s pattern: 8, 20, 44, 92, 188	Daniel’s pattern: 12, 36, 108, 324, 972 Jessica’s pattern: 8, 16, 32, 64, 128	Daniel’s pattern: 12, 18, 36, 90, 252 Jessica’s pattern: 8, 18, 38, 78, 158	Daniel’s pattern: 12, 30, 84, 246, 732 Jessica’s pattern: 8, 18, 38, 78, 158		Daniel and Jessica each make a pattern. • Daniel’s pattern starts with 12 and uses the rule subtract 6, then multiply by 3. • Jessica’s pattern starts with 8 and uses the rule multiply by 2, then add 2. Which pair of patterns shows Daniel’s and Jessica’s patterns? Daniel’s pattern: 12, 18, 36, 90, 252 Jessica’s pattern: 8, 20, 44, 92, 188 Daniel’s pattern: 12, 36, 108, 324, 972 Jessica’s pattern: 8, 16, 32, 64, 128 Daniel’s pattern: 12, 18, 36, 90, 252 Jessica’s pattern: 8, 18, 38, 78, 158 Daniel’s pattern: 12, 30, 84, 246, 732 Jessica’s pattern: 8, 18, 38, 78, 158
3487	PA	2015.0	5	Operations and Algebraic Thinking	B-O.2.1.2		0	John and Megan each make a pattern. Each pattern starts with the number 1. The first five terms in each pattern are shown below. John’s pattern: 1, 4, 7, 10, 13 Megan’s pattern: 1, 8, 15, 22, 29 The patterns continue. Which statement about the relationship between the corresponding terms in the patterns is true?	Each term in Megan’s pattern is 7 more than the corresponding term in John’s pattern.	Each term in Megan’s pattern is less than double the corresponding term in John’s pattern.	The difference between any term in Megan’s pattern and the corresponding term in John’s pattern is always 3.	The difference between any term in Megan’s pattern and the corresponding term in John’s pattern is always a multiple of 4.		John and Megan each make a pattern. Each pattern starts with the number 1. The first five terms in each pattern are shown below. John’s pattern: 1, 4, 7, 10, 13 Megan’s pattern: 1, 8, 15, 22, 29 The patterns continue. Which statement about the relationship between the corresponding terms in the patterns is true? Each term in Megan’s pattern is 7 more than the corresponding term in John’s pattern. Each term in Megan’s pattern is less than double the corresponding term in John’s pattern. The difference between any term in Megan’s pattern and the corresponding term in John’s pattern is always 3. The difference between any term in Megan’s pattern and the corresponding term in John’s pattern is always a multiple of 4.
3488	PA	2015.0	5	Geometry	C-G.1		0	Two vertices of a right triangle are located at (2, 1) and (2, 4) on a coordinate grid. The location of the third vertex of the triangle can be described by an ordered pair in which the whole number x-coordinate is less than the whole number y-coordinate. What is the greatest number of ordered pairs that could describe the location of the third vertex of the triangle?	1	2	4	6		Two vertices of a right triangle are located at (2, 1) and (2, 4) on a coordinate grid. The location of the third vertex of the triangle can be described by an ordered pair in which the whole number x-coordinate is less than the whole number y-coordinate. What is the greatest number of ordered pairs that could describe the location of the third vertex of the triangle? 1 2 4 6
3489	PA	2015.0	5	Geometry	C-G.1.1		0	Selena is using a coordinate grid to graph information about the last few baseball games in which she pitched. • The x-coordinate of each point she graphs is the number of runs she allowed. • The y-coordinate of each point she graphs is the number of strikeouts she recorded. Which statement about Selena’s graph is true?	A point other than the origin graphed on the x-axis means Selena allowed no runs.	A point graphed at (2, 3) means Selena allowed 3 runs and recorded 2 strikeouts.	A point other than the origin graphed on the y-axis means Selena recorded at least one strikeout.	A point graphed at (3, 4) means Selena allowed 1 more run than the number of strikeouts recorded.		Selena is using a coordinate grid to graph information about the last few baseball games in which she pitched. • The x-coordinate of each point she graphs is the number of runs she allowed. • The y-coordinate of each point she graphs is the number of strikeouts she recorded. Which statement about Selena’s graph is true? A point other than the origin graphed on the x-axis means Selena allowed no runs.   A point graphed at (2, 3) means Selena allowed 3 runs and recorded 2 strikeouts.  A point other than the origin graphed on the y-axis means Selena recorded at least one strikeout. A point graphed at (3, 4) means Selena allowed 1 more run than the number of strikeouts recorded.
3490	PA	2015.0	5	Geometry	C-G.1.1.2		0	The locations of four buildings in a town can be shown on a coordinate grid. The ordered pairs below describe the locations of the buildings. • movie theater: (4, 6) • city hall: (1, 3) • post office: (4, 1) • market: (5, 3) Harriet is standing closer to the market than to any of the other buildings. Which ordered pair could describe the location at which Harriet is standing?	(3, 3)	(4, 3)	(5, 1)	(5, 6)		The locations of four buildings in a town can be shown on a coordinate grid. The ordered pairs below describe the locations of the buildings. • movie theater: (4, 6) • city hall: (1, 3) • post office: (4, 1) • market: (5, 3) Harriet is standing closer to the market than to any of the other buildings. Which ordered pair could describe the location at which Harriet is standing? (3, 3) (4, 3) (5, 1)  (5, 6)
3491	PA	2015.0	5	Geometry	C-G.2		0	Two sides of a polygon are parallel and have the same length. Which statement about the polygon must be true?	The polygon has exactly 3 sides.	The polygon has exactly 4 sides.	The polygon has at least 4 sides.	The polygon has an even number of sides.		Two sides of a polygon are parallel and have the same length. Which statement about the polygon must be true? The polygon has exactly 3 sides. The polygon has exactly 4 sides.    The polygon has at least 4 sides.    The polygon has an even number of sides.
3492	PA	2015.0	5	Operations and Algebraic Thinking	B-O.2.1		1	A chef bakes a turkey in one oven and a cake in another oven. The turkey and the cake start baking at the same time. The table below shows the amount the turkey and the cake are baked based on the amount of baking time, in minutes. The patterns continue. Which statement best describes the relationship between the baking time for the turkey and the baking time for the cake?	The turkey bakes 1/6 as fast as the cake.	The turkey bakes 1/4 as fast as the cake.	The turkey bakes 1/3 as fast as the cake.	The turkey bakes 1/2 as fast as the cake.		A chef bakes a turkey in one oven and a cake in another oven. The turkey and the cake start baking at the same time. The table below shows the amount the turkey and the cake are baked based on the amount of baking time, in minutes. The patterns continue. Which statement best describes the relationship between the baking time for the turkey and the baking time for the cake? The turkey bakes 1/6 as fast as the cake.  The turkey bakes 1/4 as fast as the cake.  The turkey bakes 1/3 as fast as the cake. The turkey bakes 1/2 as fast as the cake.
3493	PA	2015.0	5	Geometry	C-G.1.1.1		1	Zach creates a map of his neighborhood on a coordinate grid as shown below.  Which location is on the x-axis but not on the y-axis of Zach’s map?	bank	park	school	zoo		Zach creates a map of his neighborhood on a coordinate grid as shown below.  Which location is on the x-axis but not on the y-axis of Zach’s map? bank park school zoo
3494	PA	2015.0	5	Geometry	C-G.1.1.2		1	A garage has a rectangular floor. The four points graphed on the coordinate grid below represent the locations of the four corners of the floor. The opening for the garage door can be represented by a line segment. Each point on the line segment has an x-coordinate of 10. The opening for the garage door lies between which corners of the floor?	H and J	J and K	K and L	L and H		A garage has a rectangular floor. The four points graphed on the coordinate grid below represent the locations of the four corners of the floor. The opening for the garage door can be represented by a line segment. Each point on the line segment has an x-coordinate of 10. The opening for the garage door lies between which corners of the floor? H and J J and K K and L L and H
3495	PA	2015.0	5	Geometry	C-G.1.1.2		1	The coordinate grid below shows the location of a school library. The school office is located at the origin of the coordinate grid. Which describes a path that could be followed to walk from the school library to the school office?	walk 2 units north, then 3 units west	walk 3 units west, then 9 units south	walk 8 units east, then 2 units north	walk 9 units north, then 3 units east		The coordinate grid below shows the location of a school library. The school office is located at the origin of the coordinate grid. Which describes a path that could be followed to walk from the school library to the school office? walk 2 units north, then 3 units west walk 3 units west, then 9 units south walk 8 units east, then 2 units north walk 9 units north, then 3 units east
3496	PA	2015.0	5	Geometry	C-G.1.1.2		1	The graph below shows the number of cans of green paint a store had on a shelf during a 7-day period. Based on the graph, which statement about the point graphed on the x-axis must be true?	The store sold 3 cans of green paint on day 3.	There were 8 cans of green paint on the shelf on day 8.	There were 0 cans of green paint on the shelf on day 3.	The store had 8 cans of green paint on the shelf at the start of the 7-day period.		The graph below shows the number of cans of green paint a store had on a shelf during a 7-day period. Based on the graph, which statement about the point graphed on the x-axis must be true? The store sold 3 cans of green paint on day 3.   There were 8 cans of green paint on the shelf on day 8.   There were 0 cans of green paint on the shelf on day 3.  The store had 8 cans of green paint on the shelf at the start of the 7-day period.
3497	PA	2015.0	5	Geometry	C-G.2.1.1		1	The coordinate grid below has three points plotted. Which point could also be plotted on the grid so that the four points form the vertices of a parallelogram, but not a rhombus?	(2, 1)	(2, 6)	(4, 5)	(6, 5)		The coordinate grid below has three points plotted. Which point could also be plotted on the grid so that the four points form the vertices of a parallelogram, but not a rhombus? (2, 1) (2, 6) (4, 5) (6, 5)
3498	PA	2015.0	5	Measurement and Data	D-M.1.1.1		1	The bar graph below shows the heights, in centimeters (cm), of four vases. Based on the bar graph, what is the height, in millimeters (mm), of the vase with the greatest height?	2.1 mm	21.0 mm	210 mm	2,100 mm		The bar graph below shows the heights, in centimeters (cm), of four vases. Based on the bar graph, what is the height, in millimeters (mm), of the vase with the greatest height? 2.1 mm 21.0 mm 210 mm 2,100 mm
3499	PA	2015.0	5	Measurement and Data	D-M.2.1		1	Kenny made the pictograph below to show the number of DVDs a library purchased in each of three months. Which statement explains why there must be an error in Kenny’s pictograph?	The pictograph shows the library purchased 1 1/2 DVDs in January.	The pictograph shows the library purchased 30 1/2 DVDs in January.	The pictograph shows the library purchased no DVDs in February.	The pictograph shows the library purchased 97 1/2 DVDs in March.		Kenny made the pictograph below to show the number of DVDs a library purchased in each of three months. Which statement explains why there must be an error in Kenny’s pictograph? The pictograph shows the library purchased 1 1/2 DVDs in January. The pictograph shows the library purchased 30 1/2 DVDs in January.   The pictograph shows the library purchased no DVDs in February.    The pictograph shows the library purchased 97 1/2 DVDs in March.
3500	PA	2015.0	5	Measurement and Data	D-M.2.1.1		1	Frankie measures and records the lengths, in feet, of nine worms. The line plot below shows the information she records. Based on the line plot, what is the difference between the lengths, in inches, of the longest worm and the shortest worm?	4 1/2 inches	7 1/2 inches	9 inches	18 inches		Frankie measures and records the lengths, in feet, of nine worms. The line plot below shows the information she records. Based on the line plot, what is the difference between the lengths, in inches, of the longest worm and the shortest worm? 4 1/2 inches 7 1/2 inches 9 inches 18 inches
3501	PA	2015.0	5	Measurement and Data	D-M.2.1.2		1	The pictograph below shows the number of gallons of lemonade served each day at a carnival. How many quarts of lemonade were served on Thursday?	16 quarts	17 quarts	18 quarts	20 quarts		The pictograph below shows the number of gallons of lemonade served each day at a carnival. How many quarts of lemonade were served on Thursday? 16 quarts 17 quarts 18 quarts 20 quarts
3502	PA	2015.0	5	Measurement and Data	D-M.2.1.2		1	The bar graph below shows the annual rainfalls, in inches, of four cities. What is the difference, in feet, of the rainfalls of the city with the greatest rainfall and the city with the least rainfall?	2 feet	3 feet	7 feet	36 feet		The bar graph below shows the annual rainfalls, in inches, of four cities. What is the difference, in feet, of the rainfalls of the city with the greatest rainfall and the city with the least rainfall? 2 feet 3 feet 7 feet 36 feet
3503	PA	2015.0	5	Measurement and Data	D-M.3.1.1		1	A fish tank is in the shape of a rectangular prism. The dimensions of the tank are shown in the picture below. What is the volume of the tank in cubic feet?	13 cubic feet	56 cubic feet	672 cubic feet	8,064 cubic feet		A fish tank is in the shape of a rectangular prism. The dimensions of the tank are shown in the picture below. What is the volume of the tank in cubic feet? 13 cubic feet 56 cubic feet 672 cubic feet 8,064 cubic feet
